Ad Content,Source / Medium,Date,Unique Pageviews,Sessions,Exits,Entrances,Bounces,Time on Page,Session Duration
FA20_BR_FB_DISP_TL_UG_S_1,Facebook / PageLink,20190329,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190312,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190325,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190404,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_2,Facebook / PageLink,20190406,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_3,Facebook / PageLink,20190314,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_3,Facebook / PageLink,20190321,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_3,Facebook / PageLink,20190408,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_3,Facebook / PageLink,20190414,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_4,Facebook / PageLink,20190324,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_4,Facebook / PageLink,20190330,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190330,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190408,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190410,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_DISP_TL_UG_S_5,Facebook / PageLink,20190427,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190321,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190322,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190323,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190327,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190330,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190401,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190402,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190406,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_1,Facebook / Video,20190407,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190313,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190315,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190317,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190405,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190416,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190418,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_FB_VID_TL_UG_D_2,Facebook / Video,20190423,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_CAR_TL_UG_I_1,Facebook / Carousel,20190421,3,2,2,2,1,0:00:19,0:00:19
FA20_BR_IG_CAR_TL_UG_I_2,Instagram / Carousel,20190330,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_DISP_TL_UG_S_2,Instagram / PageLink,20190326,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_DISP_TL_UG_S_3,Instagram / PageLink,20190319,3,1,1,1,0,0:01:29,0:01:29
FA20_BR_IG_DISP_TL_UG_S_3,Instagram / PageLink,20190420,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190313,3,2,2,2,1,0:01:17,0:01:17
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190314,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190319,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190322,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190325,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190328,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190413,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190414,3,3,3,3,3,0:00:00,0:00:00
FA20_BR_IG_VID_TL_UG_D_3,Instagram / IGStories,20190427,3,3,3,3,3,0:00:00,0:00:00
FY19 National College Fair - April 3 Email CID_7d6dfc2cbea0cc368aaf2a3140a7c8f8,cmadm / email,20190403,3,2,2,2,1,0:01:05,0:01:05
FY19 National College Fair - March 26 Email CID_acd0873b26e1fe281741e1a3233d7a6e,cmadm / email,20190327,3,3,3,3,3,0:00:00,0:00:00
(not set),(direct) / (none),20190309,2,1,1,1,0,0:00:48,0:00:48
(not set),(direct) / (none),20190422,2,2,2,2,1,0:16:58,0:16:58
(not set),cms.usm.maine.edu / referral,20190312,2,1,1,1,0,0:01:47,0:01:47
(not set),google / organic,20190304,2,1,1,1,0,0:01:01,0:01:01
(not set),google / organic,20190323,2,2,2,2,2,0:00:00,0:00:00
(not set),google / organic,20190409,2,2,2,2,2,0:00:00,0:00:00
(not set),google / organic,20190422,2,2,2,2,2,0:00:00,0:00:00
(not set),google / organic,20190423,2,1,1,1,0,0:02:52,0:02:52
(not set),google / organic,20190425,2,2,2,2,2,0:00:00,0:00:00
(not set),yahoo / organic,20190312,2,1,1,1,0,0:00:15,0:00:15
(not set),yahoo / organic,20190409,2,1,1,1,0,0:01:07,0:01:07
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190307,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190324,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190326,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190426,2,2,2,2,1,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_2,DBM / Display,20190427,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190307,2,2,2,2,1,0:00:05,0:00:05
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190315,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190411,2,2,2,2,1,0:00:01,0:00:01
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190425,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_3,DBM / Display,20190426,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190307,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190316,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190318,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190321,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_4,DBM / Display,20190415,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190307,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190312,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190318,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190323,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190327,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190328,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190404,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_5,DBM / Display,20190422,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190307,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190308,2,1,1,1,0,0:00:13,0:00:13
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190311,2,2,2,2,1,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190319,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190331,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190409,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190421,2,2,2,2,2,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190423,2,2,2,2,1,0:00:00,0:00:00
FA20_BR_DBM_DISP_TL_UG_S_6,DBM / Display,20190426,2,2,2,2,2,0:00:00,0:00:00
